Title,Company,Skills and Experience
Full-Stack Engineer (Product Builder),CÔNG TY TNHH TEENUP,"Your skills and experience 
 Technical 
 Strong experience with full-stack development 
 Comfortable working across both frontend and backend systems 
 Experience building scalable web applications 
 Strong debugging and problem-solving ability 
 Mindset 
 Builder mentality — prefers 
 shipping over discussing 
 Strong ownership and accountability 
 Comfortable working in a 
 fast-moving startup environment 
 Able to work with ambiguity and iterate quickly 
 What Success Looks Like 
 Within the first 
 3–6 months 
 , you will: 
 Ship production features used by real families every week 
 Improve system performance and reliability 
 Build internal tools that help mentors and parents make better decisions 
 Contribute to the architecture of TeenCare’s AI-driven platform"
[TeenCare] AI Fullstack Engineer for EdTech Project,CÔNG TY TNHH TEENUP,"Your skills and experience 
 AI STACK & ENGINEERING EXPECTATIONS 
 LLM Platforms & Orchestration 
 OpenAI API 
 Anthropic API 
 LangChain / LlamaIndex 
 Prompt Engineering 
 RAG & Vector Systems 
 Pinecone / Weaviate 
 pgvector 
 Embeddings 
 Chunking Strategies 
 ML & Fine-Tuning 
 Python 
 HuggingFace 
 Fine-tuning (LoRA) 
 RLHF Basics 
 AI Infrastructure & Pipelines 
 Data Pipelines 
 Eval Frameworks 
 SSE / Streaming 
 MLflow / W&B 
 Collaborative Stack (shared with fullstack engineer) 
 Node.js 
 PostgreSQL 
 MongoDB 
 Redis 
 YOUR SKILLS & EXPERIENCE 
 Technical 
 1–2 years of hands-on experience building with LLMs in a product or research context 
 Solid Python skills — you are comfortable building pipelines, not just notebooks 
 Working knowledge of RAG architectures and vector retrieval 
 Experience integrating LLM APIs and managing prompt complexity at scale 
 Familiarity with evaluation methods for generative AI outputs 
 Basic awareness of model fine-tuning workflows (even if you have not done it end-to-end yet) 
 Mindset 
 Genuinely curious about applied AI — you experiment, you read, you iterate 
 Comfortable with ambiguity — you can make reasonable decisions without a full spec 
 Strong ownership — you follow through on your work from experiment to production 
 Collaborative by default — you work well paired with a fullstack engineer and share context freely 
 Care about the outcome — you want your AI work to actually help families, not just pass benchmarks"
"Senior Fullstack Engineer (Angular, .NET)",S4BT Solutions for Business Travel.,"Your skills and experience 
 Minimum 5 years of professional experience in software development using C#, modern cloud architectures, and related technologies. 
 Strong understanding of Object-Oriented Programming (OOP), SOLID principles and API design. 
 Experience in front-end technologies (HTML, CSS, Angular, Blazor). 
 Proven expertise in implementing and managing containerized applications on Microsoft Azure. 
 Strong software architecture knowledge with the ability to review code, enforce secure development standards. 
 Familiarity with AI tools to enhance development processes is an advantage. 
 Familiarity with Agile/Kanban/Scrum methodologies and collaborative development practices. 
 Professional proficiency in English."
"Senior Full-stack Developer (SAP Hybris, Java, ReactJS)",Simpson Strong-Tie Vietnam,"Your skills and experience 
 Education & Language 
 • Bachelor’s degree in Software Engineering, Computer Science, or a related field (or equivalent 
 experience). 
 • English proficiency sufficient to understand technical documentation (TOEIC 600+ level). 
 Frontend Development 
 • Strong hands-on experience with JavaScript and TypeScript. 
 • Minimum 5 years of experience building modern frontend applications (React, etc.). 
 • Solid understanding of responsive design and cross-browser compatibility. 
 • Proficient in HTML5, CSS3, SASS/LESS, and modern CSS frameworks (e.g., Tailwind CSS, 
 Bootstrap). 
 • Knowledge of front-end architectural patterns and component-based design. 
 Backend Development 
 • Hands-on experience with Java (version 8+) and frameworks such as Spring Boot, or a 
 demonstrated willingness to learn. 
 • Understanding RESTful API design and GraphQL. 
 • Experience working with relational databases (MySQL, PostgreSQL) and ORM tools 
 (JPA/Hibernate). 
 • Familiarity with microservices architecture and distributed systems. 
 • Experience with SAP Hybris Commerce / SAP Commerce Cloud is a plus. 
 Testing & Quality 
 • Experience writing unit and integration tests for backend and frontend services. 
 • Familiarity with API testing tools and methodologies. 
 DevOps & Tools 
 • Proficient with Git for version control. 
 • Experience with cloud platforms, preferably Azure. 
 Additional Skills 
 • Knowledge of performance optimization techniques across the full stack. 
 • Understanding web application security best practices (e.g., OWASP Top 10"
URGENT 3 Fullstack Java Project Manager/Project Leader,V-Knic,"Your skills and experience 
 Có từ 7 - 10 năm kinh nghiệm phát triển Java 
 Có kinh nghiệm thiết kế và phát triển hệ thống ERP/MES 
 Hiểu biết về lĩnh vực sản xuất / Smart Factory 
 Kinh nghiệm xử lý dữ liệu lớn và thiết kế transaction 
 Kinh nghiệm thiết kế hệ thống theo yêu cầu khách hàng 
 Ưu tiên nếu có kinh nghiệm phát triển dịch vụ SaaS, vận hành microservices (MSA), Vue.js hoặc framework frontend 
 Ưu tiên nếu có kinh nghiệm DevOps và tự động hóa 
 Đối với PM bắt buộc có kinh nghiệm quản lý dự án (PM) và lãnh đạo tổ chức 
 Yêu cầu về kỹ thuật: 
 Kinh nghiệm phát triển với Java / Spring Boot 
 Kinh nghiệm thiết kế và phát triển REST API 
 Kinh nghiệm thiết kế CSDL RDBMS (MSSQL, PostgreSQL, …) 
 Ưu tiên ứng viên: 
 Kinh nghiệm thiết kế và triển khai kiến trúc MSA 
 Kinh nghiệm môi trường container: Docker, Kubernetes 
 Kinh nghiệm xây dựng/vận hành CI/CD (Jenkins, GitHub Actions, …) 
 Kinh nghiệm cloud (AWS, Azure, …)"
"Middle/Senior Java Developer (Spring, Microservices)",Alpaca Vietnam,"Your skills and experience 
 5+ years 
 experience working in software development, especially with Java for role 
 Senior 
 3+ years 
 experience working in software development, especially with Java for role 
 Middle 
 Basic understanding of other programming languages (e.g. .NET, Python) for system integration and collaboration purposes. 
 Strong hands-on experience with Spring ecosystem (Spring Boot, Spring Cloud, Spring Data) 
 Solid understanding of microservices architecture, RESTful APIs, and distributed systems 
 Experience working with SQL/NoSQL databases (PostgreSQL, Elasticsearch, etc.) 
 Good knowledge of object-oriented design, design patterns, and clean architecture 
 Experience with containerization & orchestration (Docker, Kubernetes) 
 Ability to analyze requirements and propose technical solutions, not just implement tasks 
 Strong communication skills and ownership mindset 
 Nice to have: 
 Bachelor’s degree in Computer Sciences/ Information Technology/ Engineering, or equivalent 
 Experience with Domain-Driven Design (DDD) and system modeling 
 Knowledge of CQRS, Event-Driven Architecture, SAGA 
 Experience designing systems for high availability, scalability, and performance 
 Exposure to cloud platforms (AWS, GCP, Azure) 
 Experience working closely with Solution Architect / Technical Lead roles 
 Familiar with CI/CD pipelines and DevOps practices 
 Good English reading and writing skills"
Middle/Senior Software Engineer (Java),M_Service (MoMo),"Your skills and experience 
 Bachelor’s degree in Computer Science or a related field. 
 3+ years 
 of experience in backend development using 
 Java 
 . 
 Solid understanding of 
 data structures, algorithms, OOP, and SOLID principles 
 . 
 Experience with 
 Spring 
 framework (Spring Bean, Spring AOP, Spring Data, Spring MVC), Spring Boot, Hibernate; 
 Experience in building and maintaining 
 microservices architectures 
 . 
 Familiar with 
 messaging systems 
 such as RabbitMQ, Kafka, or equivalent. 
 Experience working with 
 web servers 
 and 
 caching solutions 
 (e.g., Redis). 
 Familiar with 
 RDBMS 
 (MySQL/PostgreSQL) and/or 
 NoSQL databases 
 (MongoDB, Cassandra, Google Bigtable). 
 Be familiar with RDBMS such as MySQL/PostgreSQL or NoSQL databases such as MongoDB is a plus; 
 Familiarity with NoSQL databases like Redis, Cassandra, MongoDB, or Google Bigtable is a plus; 
 Proficient in using Docker and Kubernetes is plus; 
 Ability to optimize and build systems that handle high traffic is plus;"
"Android Developer (Java, Kotlin)",ICEBEAR,"Your skills and experience 
 Chuyên môn: 
 Có kinh nghiệm  nghiệm phát triển app Android (Java/Kotlin) 
 Hiểu sâu về Android SDK và các thành phần chính như Activities, Services, Broadcast Receivers, Content Providers. 
 Có kinh nghiệm về mô hình kiến trúc lập trình MVP/MVVM. 
 Có kinh nghiệm làm việc với REST API, Websocket là một điểm cộng. 
 Kinh nghiệm trong xử lý đa luồng, tối ưu hiệu năng ứng dụng. 
 Kinh nghiệm với Unit Testing và UI Testing. 
 Có kinh nghiệm về UI/UX là một điểm cộng. 
 Kinh nghiệm với Firebase, Google Cloud Platform 
 Kĩ năng: 
 Có kỹ năng giao tiếp tốt;  kỹ năng sắp xếp công việc 
 Có tư duy logic, sử dụng thuật toán tốt. 
 Tiếng Anh đọc hiểu tài liệu. 
 Có khả năng học hỏi công nghệ mới. 
 Khả năng làm việc độc lập hoặc theo nhóm, chịu được áp lực công việc cao 
 Có kỹ năng phân tích và tổng hợp thông tin và lập báo cáo 
 Tính cách: 
 Vui vẻ, hòa đồng, lạc quan, cẩn thận và cầu toàn 
 Có trách nhiệm"
"Mid. Software Engineer (C#, Java, Javascript/Python)",Công Ty TNHH Realtek Việt Nam,"Your skills and experience 
 4+ years of software development experience. 
 Bachelor’s degree in IT / Computer Science or equivalent experience. 
 Experience with C#, Java, JavaScript, or Python. 
 Good English communication; Chinese is a strong advantage."
Java Technical Leader/ Trên 5 năm KN/~ 40- 60M Gross,SoftRoad Việt Nam,"Your skills and experience 
 Bachelor’s degree or above in Computer Science or related major. 
 5+ years of software development experience. 
 Strong expertise in Java and system design. 
 Experience with DB2, Oracle, PostgreSQL, MySQL, SQL Server. 
 Experience in database performance tuning. 
 2+ years of technical management experience. 
 Japanese development experience is preferred. 
 Fluent Japanese/English is preferred."
Senior Fullstack Engineer (ReactJS/Java/GraphQL),CoderPush,"Your skills and experience 
 8+ years 
 of software engineering experience. 
 Proven, deep hands-on 
 experience with 
 ReactJS, TypeScript 
 in production environments 
 Proficient in 
 Java 
 for multi-tier web app development. 
 Proven track record 
 of building and consuming 
 GraphQL APIs, including schema design and client integration 
 Skilled in building 
 microservices 
 and adhering to OpenAPI standards. 
 Experienced with ElasticSearch, PostgreSQL, Redis, S3, Redshift, Apache Kafka, Lambda, and EMR 
 Led major IT application implementations. 
 Strong problem-solving skills and the ability to identify roadblocks. 
 Familiar with Agile, Git, IT security architecture, and testing methodologies. 
 Knowledgeable in 
 AWS 
 /cloud deployment and scaling. 
 Proficient in REST APIs, GraphQL, SQL, NoSQL, and web dev concepts. 
 Emphasize clean, efficient, and documented code. 
 Practitioner of TDD, CI/CD, and time management. 
 Strong proficiency in English communication. 
 Committed to continuous learning"
Middle/Senior Fullstack Engineer (Java base),NAB Innovation Centre Vietnam,"Your skills and experience 
 Must have 
 ​Experience in 
 AI 
 technology – refined skills in prompt engineering, working experience with Anthropic Claude, and well verse with Cursor IDE 
 Experience as a Java designer/developer in a complex, enterprise-level development environment 
 Solid experience in 
 JAVA 8+ 
 Solid experience in Java open-source frameworks, including developing using modern frameworks, e.g. 
 Spring Boot 
 Experience in 
 designing & developing RESTful APIs 
 and 
 microservices-based system 
 Experience in 
 Cloud computing 
 and 
 Amazon Web Services 
 - particularly Serverless Development 
 Practical experience in 
 Containers 
 (ECS, Kubernetes, Docker) and 
 FaaS 
 (AWS Lambda) technologies 
 Strong English communication 
 skills (both verbal & written), especially in the global software development environment 
 Strong DevOps and Continuous Delivery skillset 
 Experience in modern CI/CD pipelines and tools (e.g. Git, Ansible, Jenkins, NPM, Gradle) 
 Experience in 
 Agile 
 development environments 
 Well-versed in writing structured, well-documented, maintainable, and clean code 
 Good problem-solving and analytical skills 
 Good understanding of standard Software Engineering processes, Testing 
 Nice-to-have 
 Experience in the Banking or Financial Services industry 
 Familiar with JavaScript frameworks, specifically React.js or Node.js 
 Any additional certification or training in IT, Business, Computer Science, or related area 
 Experience in leading and coaching at least one software engineer team on various projects."
Middle/Senior Software Developers (Java),Pacific Cross Vietnam,"Your skills and experience 
 Must Have 
 Bachelor’s degree in Computer Science or a related field 
 At least 4 years 
 of software development experience 
 Strong experience with: 
 Java, Spring Framework, Spring Boot 
 JUnit, Git 
 Design patterns and clean architecture principles 
 Solid experience in designing and consuming RESTful APIs 
 Strong SQL skills, including writing complex queries 
 Good problem-solving skills and attention to detail 
 Strong teamwork and communication skills 
 English proficiency at an intermediate level or above 
 Nice to Have 
 Experience with frontend technologies (e.g., React, Next.js) 
 Experience in automated testing"
"Solution Architect (Java, Backbase)",ABBANK,"Your skills and experience 
 Bằng cấp: Tốt nghiệp Cao Đẳng, Đại học chuyên ngành Công nghệ thông tin/ Điện tử viễn thông/ Tin học 
 Kinh nghiệm: 6-10 năm kinh nghiệm, trong đó có 5 năm kinh nghiệm ở vị trí tương đương 
 Hiểu biết sâu về kiến trúc phần mềm: monolith, microservices, event-driven, domain-driven design. 
 Kiến thức vững về cloud computing, hybrid architecture, containerization (Docker, Kubernetes). 
 Thành thạo mô hình tích hợp hệ thống: API (REST/gRPC), messaging, streaming, event sourcing. 
 Kiến thức tốt về bảo mật hệ thống, xác thực phân quyền, mã hóa, logging, audit. 
 Có tư duy chiến lược và khả năng truyền đạt kỹ thuật tốt. 
 Tư vấn công nghệ, chủ động xác định rủi ro kiển trúc và đề xuất giải pháp. 
 Làm việc chặt chẽ với PM, BA, DEV, QE 
 Khả năng cập nhật công nghệ mới và đánh giá áp dụng công nghệ phù hợp vào thực tiễn. 
 Quyết liệt, thẳng thắn, trực diện với vấn đề nhằm đạt mục tiêu trong công việc. 
 Chú trọng đến chi tiết trong công việc."
"Backend Engineer (Java, Spring Boot)",Smilegate Vietnam,"Your skills and experience 
 From 3-6 years of software engineering experience. 
 Proficient in backend service development with Java. 
 Intensive experience in database development (SQL or NoSQL) 
 Experience in designing & developing Restful API/GRPC and microservices system. 
 Ability to accurately understand service requirements and design optimal data models and REST APIs. 
 Understanding of OOP, Data Structure, Algorithm. 
 AI-Enhanced Productivity: Proficient in using AI development tools (e.g., GitHub Copilot, Cursor, ChatGPT, Claude) to accelerate coding, refactoring, unit testing, and documentation processes. 
 Nice-to-have 
 Experienced in developing/operating a system that handles high-capacity traffic. 
 Experienced in virtualization-related platforms such as Docker and K8S 
 Experience with Redis or other cache technology. 
 Experience with message broker technology like Kafka. 
 Those who are quick to analyze legacy systems and have the will to improve and technical capabilities. 
 Those who have basic knowledge and experience in web front-end development and UI. 
 AI Innovation: Knowledge of or interest in integrating LLMs, Agentic workflows, or MCP (Model Context Protocol) into software solutions."
Senior Java Engineer (Spring) From 5 Years,Rakus Vietnam Company,"Your skills and experience 
 Yêu cầu cơ bản: 
 Có ít nhất 5 năm kinh nghiệm trở lên về kiến thức và đam mê lập trình ứng dụng web với: 
 - Ngôn ngữ: Java 
 - JavaScript, jQuery. 
 - PostgreSQL, MySQL ... 
 - các Frameworks như Spring, Springboot hay Struts, Seasar2, Hibernate ... 
 Có kinh nghiệm Automation test: Jmeter, JUnit, Selenium 
 Có kinh nghiệm DevOps:  Git, GitHub, Jenkins, Docker 
 Có khả năng tạo/trình bày tài liệu kĩ thuật dễ hiểu và chia sẻ kiến thức với đồng nghiệp 
 Có khả năng research để giải quyết các vấn đề về kĩ thuật. 
 Ưu tiên: 
 Sử dụng hiệu quả các công cụ AI như Github copilot, Gemini, Claude, ChatGPT, ... 
 Có khả năng đọc, hiểu và phân tích yêu cầu nghiệp vụ từ phía khách hàng 
 Có khả năng phát hiện và giải quyết vấn đề tốt 
 Có khả năng giao tiếp tốt 
 Hiểu quy trình và phong cách làm việc tại công ty Nhật là một lợi thế. 
 Lưu ý: Không tuyển ứng viên nước ngoài."
Middle Android Developer (Java/Kotlin),KALAPA,"Your skills and experience 
 Từ 2 năm kinh nghiệm làm việc với Android Development, thành thạo ngôn ngữ lập trình Java và Kotlin. 
 Có kinh nghiệm làm việc với Android SDK và các công cụ phát triển liên quan. 
 Thành thạo sử dụng các thành phần của Android SDK, đặc biệt là các thành phần liên quan đến giao diện người dùng (UI) như View, Activity, Fragment. 
 Có khả năng làm việc tốt với camera (camera2, cameraX) và API. 
 Có khả năng sử dụng các công cụ logging, Sensor và Touch Events để ghi lại các sự kiện và hành vi của người dùng. 
 Hiểu biết sâu về hệ điều hành Android và các biện pháp bảo mật (mã nguồn, dữ liệu) khi làm việc với ứng dụng Android. 
 Có tinh thần tự giác, trách nhiệm cao và khả năng tự học hiệu quả. 
 Có khả năng sử dụng thư viện xử lý ảnh như MLKit, OpenCV là một lợi thế. 
 Có khả năng sử dụng các công cụ như Firebase hoặc Google Analytics là một lợi thế. 
 Có hiểu biết cơ bản về cách sử dụng mô hình học máy trên Android là một lợi thế. 
 Có khả năng sáng tạo và thẩm mỹ tốt là một lợi thế. 
 Có Tiếng Anh tốt là một lợi thế."
Senior Backend Developer (PHP/ Laravel/ SQL/ API),Công Ty Tnhh Hello Việt Nam,"Your skills and experience 
 Phát triển Backend (Backend Development) 
 Hơn 5 năm kinh nghiệm phát triển backend. 
 Kiến thức vững chắc về PHP 8+. 
 Kinh nghiệm chuyên sâu với Laravel. 
 Kinh nghiệm xây dựng và bảo trì các API trong môi trường thực tế (production). 
 Hiểu biết về: 
 Giao dịch cơ sở dữ liệu (database transactions). 
 Xử lý đồng thời (concurrency). 
 Tình trạng tranh chấp (race conditions). 
 Các hoạt động lũy đẳng (idempotent operations). 
 Cơ sở dữ liệu (Database) 
 Kinh nghiệm dày dặn với MySQL. 
 Kiến thức về: 
 Chiến lược lập chỉ mục (indexing strategies). 
 Tối ưu hóa truy vấn. 
 Tính nhất quán của giao dịch (transactional consistency). 
 Tính toàn vẹn dữ liệu (data integrity). 
 Kiến thức cơ bản về Hệ thống phân tán (Distributed Systems Basics) 
 Hiểu biết về: 
 Xử lý bất đồng bộ (asynchronous processing). 
 Các tác vụ chạy ngầm (background jobs). 
 Cơ chế thử lại (retry mechanisms). 
 Xử lý lỗi (error handling). 
 Kiến trúc dựa trên hàng đợi (queue-based architectures). 
 Ưu tiên ứng viên có kinh nghiệm với Redis queues hoặc các hệ thống tương tự. 
 Tích hợp API (API Integration) 
 Kinh nghiệm tích hợp với các API bên ngoài. 
 Xử lý an toàn các webhook. 
 Chiến lược xử lý lỗi và thử lại. 
 Kinh nghiệm với API thanh toán hoặc tài chính là một điểm cộng lớn. 
 Nhận thức về Bảo mật (Security Awareness) 
 Hiểu biết về các phương pháp bảo mật backend tốt nhất: 
 Xác thực API (API authentication). 
 Giới hạn tốc độ (rate limiting). 
 Kiểm chứng dữ liệu đầu vào (input validation). 
 Xử lý webhook an toàn. 
 Ưu tiên ứng viên có kinh nghiệm làm việc với dữ liệu tài chính hoặc nhạy cảm. 
 Điểm cộng (Nice to Have) 
 Kinh nghiệm làm việc với các hệ thống thanh toán. 
 Kinh nghiệm tích hợp tiền điện tử (crypto) / blockchain. 
 Kinh nghiệm với các dịch vụ backend chịu tải cao (high-load). 
 Kiến thức về kiến trúc hướng sự kiện (event-driven architectures). 
 Kinh nghiệm triển khai nhật ký kiểm tra (audit logging). 
 Quen thuộc với Docker và CI/CD. 
 Phẩm chất cá nhân 
 Tinh thần trách nhiệm cao (ownership mindset). 
 Chú ý đến từng chi tiết. 
 Khả năng thiết kế các hệ thống đáng tin cậy. 
 Tư duy kỹ thuật thực tế (pragmatic engineering approach). 
 Kỹ năng gỡ lỗi (debugging) và giải quyết vấn đề tốt. 
 Khả năng làm việc trong một nhóm nhỏ và tốc độ nhanh."
Backend Developer (Golang/ MySQL/ PostgreSQL/ Nginx),Unity Sport JSC,"Your skills and experience 
 Must-Have Skills 
 Experience: 2 - 3 years 
 Backend service engineering: advanced proficiency with Golang. 
 API & performance optimization experience under high concurrency. 
 Caching experience: Redis, NGINX reverse proxy caching, CDN rules. 
 Database tuning: indexing & slow query profiling (MySQL/ PostgreSQL). 
 DevOps collaboration mindset (infra, autoscale, monitoring). 
 Nice-To-Have 
 Kubernetes experience (GKE or on-prem) 
 Experience building internal API or caching architecture proposals 
 Sports domain curiosity (football, basketball, tennis, etc.) 
 Ability to take ownership of features and lead technical direction as platform scales"
Backend Engineer (Java/Golang/Python/.Net),VinSmart Future,"Your skills and experience 
 Requirements 
 Tối thiểu 4 
 + năm kinh nghiệm Backend 
 với một trong các ngôn ngữ: 
 Java / Golang / Python / .NET / NodeJS 
 Hiểu rõ 
 microservices architecture 
 , API Gateway, service-to-service communication 
 Kinh nghiệm thiết kế và làm việc với 
 RESTful API / gRPC / GraphQL 
 Thành thạo 
 RDBMS (MySQL, PostgreSQL) 
 : query optimization, indexing, transaction 
 Có kinh nghiệm với 
 NoSQL (MongoDB, Redis, Cassandra) 
 là lợi thế 
 Hiểu biết về 
 system design, scalability, performance tuning 
 Nắm được các nguyên tắc 
 security trong backend systems 
 Có kinh nghiệm làm việc trong môi trường 
 Agile/Scrum 
 Nice to have 
 Kinh nghiệm với distributed systems hoặc high-load systems 
 Hiểu biết về CI/CD, cloud (AWS/Azure/GCP) 
 Có kinh nghiệm với message queue (Kafka, RabbitMQ)"
"Backend Developer (Java, MySQL, PostgreSQL)",DOSOFTPRO,"Your skills and experience 
 Có từ 3 năm kinh nghiệm lập trình bằng ngôn ngữ Back-end với Java. Ưu tiên UV có thể lập trình Java 8+ 
 Có kinh nghiệm sử dụng một trong các hệ quản trị cơ sở dữ liệu như MySQL và PostgreSQL 
 Hiểu biết về OOP và functional programming 
 Có kinh nghiệm làm việc với REST API 
 Có tư duy logic, sử dụng thuật toán tốt 
 Kiến thức tốt về Khoa học máy tính, yêu thích lập trình phần mềm 
 Có kinh nghiệm về sử dụng công cụ test tự động 
 Có kinh nghiệm trong môi trường Agile là một lợi thế"
"Java Backend Developer (Spring Boot, SQL)",Trung tâm CNTT Tập đoàn Bảo Việt,"Your skills and experience 
 1. Yêu cầu tối thiểu 
 1.1. Trình độ chuyên môn 
 - Đào tạo: Tốt nghiệp Đại học chuyên ngành Công nghệ thông tin, Khoa học máy tính, Công nghệ phần mềm, Hệ thống thông tin hoặc các ngành liên quan. 
 - Tiếng Anh: Đọc hiểu tài liệu kỹ thuật tiếng Anh. Có khả năng giao tiếp cơ bản bằng tiếng Anh trong công việc. 
 1.2. Kiến thức và kỹ năng chuyên môn 
 - Thành thạo phát triển RESTful API với Java Spring Boot 
 - Có kinh nghiệm thực tế với kiến trúc Microservices và Spring Cloud (Service Discovery, API Gateway, Config Server...) 
 - Có khả năng thiết kế và tối ưu cơ sở dữ liệu quan hệ (Oracle, PostgreSQL, MySQL hoặc SQL Server) dựa trên yêu cầu nghiệp vụ 
 - Hiểu biết về cơ sở dữ liệu NoSQL (MongoDB, Redis...) và Message Queue (Kafka, RabbitMQ...) 
 - Sử dụng thành thạo Git (GitHub/GitLab), quen với quy trình code review và branching strategy 
 - Có kinh nghiệm thực tế với Docker/Container và CI/CD pipeline (Jenkins, GitLab CI hoặc tương đương) 
 - Có khả năng viết Unit Test và đảm bảo chất lượng code 
 - Có kiến thức cơ bản về monitoring và logging (ELK Stack, Prometheus, Grafana hoặc tương đương) 
 1.3. Kinh nghiệm nghề nghiệp 
 - Tối thiểu 02 năm kinh nghiệm phát triển phần mềm ở vị trí Backend Developer 
 - Có khả năng làm việc độc lập, chủ động giải quyết vấn đề, đồng thời phối hợp tốt trong nhóm 
 1.4. Tố chất cá nhân 
 - Tư duy logic tốt, cẩn thận và có trách nhiệm với sản phẩm 
 - Chủ động học hỏi công nghệ mới và sẵn sàng thích ứng với yêu cầu dự án 
 2. Ưu tiên 
 - Có kinh nghiệm làm việc trong lĩnh vực tài chính, bảo hiểm hoặc ngân hàng 
 - Có kinh nghiệm với Python (FastAPI, Flask...) là lợi thế lớn 
 - Có kinh nghiệm với các hệ thống xử lý dữ liệu lớn hoặc hệ thống có lượng giao dịch cao 
 - Hiểu biết về bảo mật ứng dụng (OWASP, JWT, OAuth2...)"
"Backend Developer (C++, Python, AI)",Asilla,"Your skills and experience 
 Thành thạo ngôn ngữ lập trình C++ và Python 
 Có kinh nghiệm hoặc hiểu biết về NVIDIA stack 
 như: DeepStream SDK, CUDA, TensorRT. 
 Có kinh nghiệm về 
 Streaming, OS system 
 , các framework như GStreamer, xử lý ảnh với OpenCV, và các AI/ML frameworks (nice to have). 
 Có kinh nghiệm làm việc với hệ quản trị cơ sở dữ liệu như MySQL, Redis, MongoDB. 
 Có kinh nghiệm làm việc với hệ thống server on-premise hoặc AWS Cloud, triển khai với AWS, Docker; sử dụng thành thạo các công cụ như Git, CI/CD tools, Jira, Kubernetes. 
 Kiến thức vững về OOP và Design Patterns. 
 Trình độ tiếng Anh trung cấp trở lên. 
 Kỹ năng giao tiếp, làm việc nhóm tốt và có growth mindset."
Java Backend - 13T Lương - Upto 3500$,Viettel Post (A Member of Viettel Group),"Your skills and experience 
 Tốt nghiệp Đại học các chuyên ngành CNTT, Khoa học máy tính,... Ưu tiên ứng viên tốt nghiệp các trường Bách Khoa, Học viện kỹ thuật quân sự, Học viện Bưu chính, ĐH Công nghệ-ĐH Quốc gia Hà Nội hoặc các trường ĐH đào tạo ở quốc tế. 
 Level Senior yêu cầu có 4++ năm kinh nghiệm phát triển phần mềm trở lên với ngôn ngữ JAVA, có kinh nghiệm với các framework như Spring, Quarkus, ZK. 
 Level Junior yêu cầu có 2++ năm kinh nghiệm phát triển phần mềm trở lên với ngôn ngữ JAVA, có kinh nghiệm với các framework như Spring, Quarkus, ZK. 
 Level Fresher yêu cầu tốt nghiệp đúng chuyên ngành tương đương CNTT, GPA từ 3.0/4 trở lên; tốt nghiệp các trường Bách Khoa, Học viện kỹ thuật quân sự, Học viện Bưu chính, ĐH Công nghệ-ĐH Quốc gia Hà Nội hoặc các trường ĐH quốc tế 
 Có kinh nghiệm làm việc với một trong các Database Oracle, MariaDB, Postgre, MongoDB, Redis, ElasticSearch. 
 Có kinh nghiệm làm việc với một trong các hệ thống Message Queue (Kafka, RabbitMQ, MQTT) 
 Có hiểu biết về thiết kế hệ thống, design pattern, OOP là một lợi thế. 
 Sử dụng thành thạo các công cụ quản lý code như SVN, Github. 
 Có kiến thức triển khai cơ bản hệ thống trên hệ điều hành Linux. 
 Có khả năng làm việc độc lập và làm việc nhóm, chịu được áp lực cao. 
 Có khả năng tư duy logic và nghiên cứu công nghệ mới 
 Có khả năng đọc hiểu tài liệu tiếng Anh chuyên ngành."
Senior Backend Java Engineer,CÔNG TY CỔ PHẦN CITICS,"Your skills and experience 
 1. Must-have 
 6+ years of experience 
 in 
 Java Backend development 
 Strong proficiency in: 
 Java 8+ 
 Spring Boot 
 JPA / Hibernate 
 RESTful API design 
 Hands-on experience with: 
 Microservices architecture 
 Messaging systems 
 (Kafka, RabbitMQ) 
 SQL databases 
 (PostgreSQL, MySQL) 
 Solid understanding of: 
 Transaction management 
 Asynchronous processing 
 Performance optimization 
 2. Distributed Systems Knowledge 
 Candidates should have hands-on experience with: 
 Service-to-service communication 
 API versioning 
 Eventual consistency 
 Retry & failure handling strategies 
 RBAC / permission models 
 3. Preferred Qualifications 
 Experience building: 
 Internal platforms 
 Organization / role management systems 
 Workflow engines 
 Understanding of 
 data platforms 
 and 
 event streaming 
 Experience in 
 fintech, proptech, or large-scale enterprise systems 
 4. Soft Skills 
 Strong 
 system thinking 
 and solution design capability 
 High ownership and proactive mindset 
 Ability to clearly communicate technical concepts across multiple teams"
Backend Developer (C/C++ language),Endava Việt Nam,"Your skills and experience 
 A University Qualification in Software Engineering or a related degree is required. 
 At least 2 years of experience with C/C++ Programming Language including debugging tool GDB. 
 Experience with Linux system configuration and programming. 
 Experience with networking concepts such as network devices, protocols, network models. 
 Experience with scripting languages such as shell, Python, TCL. 
 Good at analytic and problem-solving capabilities. 
 Good at English and communication skills. 
 Nice to have: 
 Knowledge of virtualization such as container, KVM, XEN, VMWare, orchestrator. 
 Knowledge of version control systems such as SVN, Git. 
 Knowledge of CI/CD (Continuous Integration/Continuous Delivery)."
