Title,Company,Skills and Experience
"Data Engineer (Java, Kafka, Spark, Flink, Hadoop)",Tổng công ty Tân Cảng Sài Gòn (Saigon NewPort Corporation),"Your skills and experience 
 a) Kỹ năng chuyên môn: 
 Kinh nghiệm lập trình và xử lý dữ liệu bằng Apache Spark, với khả năng tối ưu hóa hiệu suất xử lý dữ liệu. 
 Thành thạo các công nghệ Big Data như Hadoop, HDFS, MapReduce, YARN. 
 Kinh nghiệm làm việc với các framework xử lý dữ liệu phân tán như Spark, Kafka và Flink. 
 Quản lý và triển khai các hệ thống truyền tải dữ liệu sử dụng Kafka và Flink. 
 Sử dụng thành thạo SQL cho các tác vụ trích xuất, phân tích và xử lý dữ liệu. 
 Có kinh nghiệm hoặc hiểu biết về các bài toán Khoa học dữ liệu như Bài toán Phân loại (Classification), Dự báo xu hướng (Trend Prediction/Forecasting) là điểm cộng. 
 b) Kỹ năng lập trình: 
 Thành thạo ít nhất một ngôn ngữ lập trình như Python hoặc Java. 
 Kinh nghiệm lập trình SQL và làm việc với các hệ quản trị cơ sở dữ liệu quan hệ và phi quan hệ. 
 c) Kỹ năng thiết kế và triển khai hệ thống: 
 Khả năng thiết kế và triển khai các hệ thống xử lý dữ liệu quy mô lớn, có khả năng mở rộng và chịu lỗi. 
 Khả năng thiết kế và xử lý các luồng dữ liệu phục vụ trực tiếp cho các bài toán 
 ML/AI (MLOps) 
 , đảm bảo tính sẵn sàng của dữ liệu cho việc huấn luyện và triển khai mô hình. 
 Kinh nghiệm làm việc với các công cụ CI/CD và các nền tảng đám mây như AWS, Azure hoặc GCP là một lợi thế. 
 d) Kỹ năng phân tích và giải quyết vấn đề: 
 Khả năng phân tích các yêu cầu về dữ liệu và đưa ra các giải pháp kỹ thuật phù hợp. 
 Khả năng giải quyết các vấn đề kỹ thuật phức tạp một cách hiệu quả. 
 e) Kỹ năng giao tiếp và làm việc nhóm: 
 Khả năng giao tiếp rõ ràng và hiệu quả với các thành viên trong đội ngũ và các bên liên quan. 
 Khả năng làm việc nhóm tốt và sẵn sàng chia sẻ kiến thức và kinh nghiệm. 
 f) Kỹ năng khác 
 Các chứng chỉ và khóa đào tạo tương ứng là điểm cộng 
 Tốt nghiệp Khoa học máy tính, Kỹ sư phần mềm, Hệ thống thống thông tin quản lý hoặc tương đương. 
 Kinh nghiệm làm việc với các công cụ quản lý luồng công việc (workflow orchestration) như Airflow hoặc NiFi. 
 Kinh nghiệm làm việc với các công cụ giám sát và cảnh báo hệ thống như Prometheus, ELK hoặc Grafana. 
 Kiến thức về các phương pháp luận Agile/Scrum."
"10 Mid/Senior Java Backend Developer (Spring, AI, SQL)",Goline Corporation,"Your skills and experience 
 Bắt buộc: 
 Tốt nghiệp 
 Công nghệ thông tin / Toán tin / Kỹ thuật phần mềm 
 hoặc tương đương. 
 Tối thiểu 
 2 năm kinh nghiệm 
 phát triển phần mềm với 
 Java 
 . 
 Thành thạo 
 Spring Boot, Maven/Gradle, Git, IDE hiện đại 
 . 
 Có khả năng 
 phân tích nghiệp vụ và xử lý vấn đề logic, hệ thống 
 . 
 Thành thạo 
 AI code assistant 
 (Cursor, Claude, Copilot, ChatGPT, v.v.). 
 Có kinh nghiệm 
 thiết kế và phát triển RESTful API 
 . 
 Ưu tiên: 
 Hiểu biết hoặc đã triển khai 
 Microservices Architecture 
 . 
 Có kinh nghiệm trong 
 ngành tài chính, chứng khoán, ngân hàng hoặc Fintech 
 . 
 Thành thạo 
 Docker, Kubernetes (K8S) 
 . 
 Làm việc tốt với 
 Oracle, PostgreSQL hoặc NoSQL 
 là một lợi thế. 
 Có kinh nghiệm lập trình Front End (ReactJS, Flutter) là một lợi thế"
"Senior Back-End Developer (Python, AI/ML, Integration)",Simpson Strong-Tie Vietnam,"Your skills and experience 
 If you can do everything listed above, you’ve got what it takes. Perhaps some of the following would be helpful too: 
 Background: 
 Bachelor's degree in Computer Science 
 TOEIC 600 or Relevant 
 5+ years’ professional experience in software development role. 
 3+ years’ experience as a Full Stack Developer with in-depth knowledge of Python, C#, .NET backend technologies. 
 Technical Skill: 
 Strong proficiency in Python, C#/.NET backend engineering. 
 Proficient in Web Development, REST APIs, Database (SQL/NoSQL), and Unit Testing. 
 Strong experience in solid debugging, monitoring, performance tuning, and reliability engineering skills. 
 Experience in microservices, event-driven, and distributed systems. 
 Experience in Azure Cloud services (Functions, Storage, Event systems, Machine Learning, …). 
 Experience in Docker for packaging and local development. 
 Proficient in source code control (Git), CI/CD, deployment, and automation workflows. 
 Working knowledge of Python, especially computer vision or integration tasks is a plus. 
 Experience in AI integration and transforming them into production logic is a plus. 
 Experience in front-end frameworks (e.g. React, Angular, Vue) is a plus. 
 Experience in leading software development teams (technical, team or project leader) is a plus. 
 Experience in construction tech (CAD/PDF/Blueprint data) is a plus. 
 Other Requirements 
 Ability to communicate technical outputs to non-technical stakeholders 
 Strong written and spoken English 
 Bonus: Experience with BIM (IFC/Revit), PDF parsing, GIS/spatial data, or construction/proptech domains."
AI Backend Engineer (Middle/Senior),TymeX,"Your skills and experience 
 Must-Have 
 Backend Development 
 : 
 At least 4 years 
 of experience in developing microservices using Java, Spring Boot, or Python (FastAPI preferred). 
 Microservices Expertise 
 : Understanding of microservice architecture and communication protocols (e.g., REST API, Kafka). 
 Cloud Computing 
 : Hands-on experience with AWS services (e.g., Lambda, DynamoDB, S3, MSK, API Gateway). 
 AI Integration 
 : Familiarity with AI/ML concepts and their practical integration into backend systems. 
 Problem-Solving 
 : Strong analytical skills with a pragmatic approach to tackling technical challenges. 
 Collaboration 
 : Ability to work effectively in Agile and DevOps environments, collaborating with cross-functional teams. 
 English Proficiency 
 : Communication skills in English, both written and verbal. 
 Nice-to-Have 
 Experience in using AI like ChatGPT, Claude or self hosted AI model 
 Experience with LangChain, OpenAI, Hugging Face, or similar LLM frameworks. 
 Knowledge of event-driven architecture and distributed systems. 
 Proficiency with automated testing frameworks and CI/CD pipelines."
Games Backend Golang Engineer,Vinsprite Tech,"Your skills and experience 
 3+ years in Golang backend development; deep knowledge of microservice design. 
 Familiar with Docker, Kubernetes, Redis, Kafka, MySQL. 
 Experience in building high-QPS, low-latency systems. 
 Passion for backend architecture and team mentorship."
Backend .NET Developer - CV Phát triển Ứng dụng nội bộ,HDBank,"Your skills and experience 
 Yêu cầu kinh nghiệm: 
 Tốt nghiệp đại học chuyên ngành Công nghệ thông tin, Khoa học máy tính hoặc các ngành liên quan. 
 Có ít nhất 4 năm kinh nghiệm trong lĩnh vực phát triển phần mềm 
 Đã từng tham gia ít nhất 1-2 dự án liên quan đến hoạt động tài chính, fintech. 
 Đã từng tham gia các dự án lớn (có 5 người tham gia trở lên) 
 Yêu cầu Công nghệ: 
 Thành thạo với ngôn ngữ lập trình .NET từ 4 năm kinh nghiệm 
 Am hiểu về bảo mật hệ thống và tiêu chuẩn bảo mật ngành tài chính 
 Sử dụng được AngularJs, Reactjs là một lợi thế 
 Có khả năng làm việc với các loại database: MS SQL Server, Oracle, PostgreSQL 
 Hiểu biết về kiến trúc microservices, containerization (Docker/Kubernetes) là lợi thế. 
 Yêu cầu Tài liệu hóa: 
 Có kinh nghiệm về việc xây dựng các tài liệu đặc tả kỹ thuật (Technical Specification Document), bao gồm: ERD, Database schema, swagger APIs,… là một lợi thế 
 Có khả năng đọc hiểu tài liệu tiếng Anh 
 Yêu cầu khác: 
 Tư duy logic và kỹ năng giải quyết vấn đề tốt. 
 Chịu được áp lực cao từ mức độ ưu tiên và timeline của dự án, sẵn sàng hỗ trợ ngoài giờ khi có sự cố. 
 Sản phẩm bàn giao có chất lượng tốt, hạn chế các sai sót 
 Kiểm tra kỹ lưỡng (unit test) trước khi bàn giao cho đội kiểm thử 
 Chủ động báo cáo kết quả công việc định kỳ cho quản lý"
Backend Developer (Java/ Odoo (Python)) - VIC,Viettel Group,"Your skills and experience 
 Tốt nghiệp Đại học loại khá trở lên chuyên ngành Công nghệ thông tin, Khoa học máy tính, Toán tin, Tin học, Hệ thống thông tin, Kỹ thuật điện tử... hoặc các ngành liên quan. 
 Có trình độ tiếng Anh tương đương với TOEIC 550 điểm trở lên (Ưu tiên ứng viên đã có chứng chỉ tiếng anh TOEFL, IELTS tương đương TOEIC từ 550 trở lên) 
 Có từ 02 năm kinh nghiệm lập trình Backend (Java/Odoo). Ưu tiên ứng viên đã từng tham gia triển khai hệ thống ERP hoặc các dự án chuyển đổi số cho doanh nghiệp. 
 Có kiến thức và tư duy lập trình hướng đối tượng (OOP). 
 Hiểu rõ kiến trúc REST API, JWT Authentication. 
 Làm việc tốt với cơ sở dữ liệu PostgreSQL/MySQL, có kinh nghiệm tối ưu truy vấn. 
 Ưu tiên ứng viên có kinh nghiệm tích hợp hệ thống và triển khai ứng dụng trên nền tảng cloud (AWS, GCP,...), có kinh nghiệm triển khai ứng dụng trên hạ tầng ảo hóa (Docker, K8S,…) 
 Chủ động, có tinh thần trách nhiệm cao."
Senior Backend Developer (Java),HSC,"Your skills and experience 
 1. Education level 
 • Bachelor‘s degree in computer science, information-technology, engineering, or a related study, or equivalent experience 
 2. Knowledge & Experiences 
 • Strong understanding of the web development cycle and programming techniques and tools 
 • Fluency or understanding of specific languages, such as Java, Python, JS (node), C#/.NET and operating systems may be required 
 • Understanding of key design patterns 
 • Basic knowledge of server-side optimization tools and techniques 
 • Knowledge of DevOps, CI / CD and Agile software development processes agile development 
 • Experience in banking, finance or securities sectors is a big plus 
 3. Technical skills 
 • Knowledge of code versioning tools such as Git with GitHub or GitLab or BitBucket 
 • Excellent project and time management skills 
 • Writing maintainable code that is well thought out and can be reused across multiple projects. 
 • Focus on efficiency, user experience, and process improvement 
 4. Soft skills 
 • Basic English reading comprehension 
 • Strong problem-solving skills 
 • Good verbal and written communication skills 
 • Ability to meet deadlines and deliver within our high-demand environment 
 • High responsibility and teamwork 
 • Required to be team-player who is highly motivated, focused on customer satisfaction and solution/results driven"
"BackEnd Engineer (Fresher, UV chuẩn bị tốt nghiệp)",MB Bank,"Your skills and experience 
 Ứng viên học năm 3 trở lên hoặc đã tốt nghiệp dưới 1 năm tại các trường  Đại học. 
 Chuyên ngành tốt nghiệp: Công nghệ thông tin và liên quan 
 Có kiến thức, hiểu biết về 1 trong các ngôn ngữ lập trình BackEnd, ưu tiên Java 
 Có kỹ năng làm việc với Spring framework: spring core, spring sercuity, spring boots. 
 Hiểu biết về 1 trong các loại database: Oracle, Sqlserver, PostgreSQL, Mongodb. 
 Ưu tiên các bạn xếp loại học tập loại Giỏi, Xuất sắc; GPA cao; đạt giải thưởng trong các cuộc thi chuyên môn, học sinh giỏi tỉnh thành phố trở lên; có nghiên cứu khoa học trong quá trình học Phổ thông, Đại học (ứng viên cần thể hiện nội dung về GPA, giải thưởng trong CV) 
 Ứng viên có thể làm việc fulltime là một lợi thế. Yêu cầu onsite tối thiểu 7/10 buổi làm việc trong tuần (từ thứ 2 - thứ 6). 
 MB Bank yêu cầu ứng viên ứng tuyển cần cung cấp chi tiết các thông tin sau: 
 - Thông tin cá nhân: Họ và tên, Ngày tháng năm sinh, Giới tính 
 - Số điện thoại và Email liên hệ 
 - Trình độ học vấn, Trường đã tốt nghiệp 
 - Kinh nghiệm làm việc 
 - Từ 3 - 5 kỹ năng nổi bật 
 - Nguồn Tuyển dụng 
 Vì sao Bạn nên đảm bảo đầy đủ thông tin khi ứng tuyển? 
 - Hồ sơ của Bạn sẽ được đánh giá nhanh chóng. 
 - Đối với các hồ sơ đáp ứng đầy đủ thông tin và tiêu chí tuyển dụng phù hợp, MB Bank sẽ chủ động liên hệ phỏng vấn trong thời gian sớm nhất. 
 - Ứng viên vui lòng kiểm tra email và điện thoại thường xuyên để không bỏ lỡ lịch hẹn phỏng vấn. 
 Cập nhật ngay thông tin mới nhất về các Chương trình do MB tổ chức tại FanPage: 
 - Ai yêu Miền Bắc hơn MBers 
 - Ai yêu Miền Trung hơn MBers 
 - Ai yêu Miền Nam hơn MBers"
"Backend Engineer (NodeJS, AWS)",Medigo,"Your skills and experience 
 At least 3 years of solid work experience with NodeJS 
 At least 2 year of experience with designing complex Database schema with SQL 
 Node.js - Must have 
 Typescript - Must Have 
 Redis caching 
 Real-time messaging 
 Firebase Admin SDK 
 Background job & queue system 
 Experience with ElasticSearch 
 AWS including knowledge of: 
 CDK (Typescript) 
 DynamoDB 
 S3 
 SQS 
 Cloudfront 
 Lambda 
 EC2 
 RDS"
Senior Backend Engineer (Java/Go),TIKI,"Your skills and experience 
 ðŸŒŸRequirements 
 Experience: 3+ years of professional experience in backend development, with a proven track record as a Senior Developer in high-scale environments. 
 Tech Stack: Proficiency in 
 Java 
 or 
 Golang 
 . Experience with 
 Python 
 is a strong plus (especially for AI/ML integration). 
 Data Management: Strong expertise in 
 PostgreSQL, Elasticsearch 
 , and 
 Redis 
 for caching and high-speed data retrieval. 
 Message Broker: Hands-on experience with 
 Kafka 
 for building event-driven architectures. 
 Distributed Systems: Deep understanding of microservices architecture, distributed transactions, and handling high-throughput traffic. 
 Problem Solving: A proactive mindset with the ability to navigate complex business logic and turn it into efficient technical solutions."
"Mid/Senior Backend Developer (NodeJS, English)",Fullerton Health,"Your skills and experience 
 Good at English 
 Proven experience as a Backend Developer with MERN stack applications 
 Good experience and understanding of Object-Oriented Programming (OOP), Algorithm & Structures 
 Good working experience developing backend for Web and Mobile applications, and integrating enterprise systems 
 Good working experience with 
 TypeScript, NestJS, RESTful APIs 
 , and related technologies 
 Good working experience with 
 RDBMS Database (MySQL) 
 , as well as NoSQL (like MongoDB) 
 Familiarity with security best practices and securing backend systems (e.g., data encryption, API rate-limiting, OWASP). 
 Proficiency in writing clean, maintainable, and efficient code. 
 Experience with version control (Git, Bitbucket) and continuous integration/delivery pipelines (CI/CD). 
 Process strong analytical skills 
 Team player with good interpersonal and communication skills 
 Nice to have: 
 Experience with microservices architecture. 
 Familiarity with Docker and containerized applications. 
 Familiarity with cloud platforms and deployment pipelines (e.g., AWS, GCP, or Azure). 
 Knowledge of Nginx or other reverse proxy servers. 
 Experience with message queues (e.g., Nats, RabbitMQ, Kafka). 
 Experience with Golang 
 Experience with SQL 
 Experience with KeyCloak 
 Qualifications: 
 Degree/Diploma in Computer Science, Engineering, or related field (or equivalent work experience). 
 3+ years of relevant hands-on experience in MERN stack, 
 NestJS, MySQL 
 , MongoDB, software development for a senior position, leading a team of developers, and reviewing pull requests of junior and mid-level developers before merging"
"Senior Backend Developer (PHP, Laravel, MySQL, Kafka)",CUBICSTACK SOLUTIONS,"Your skills and experience 
 Requirements: 
 Technical Skills: 
 Expert-level experience with Laravel framework and modern PHP development practices. 
 Strong experience working with Kafka for message brokering and real-time data streaming. 
 Solid understanding of MySQL, including performance tuning, indexing, and query optimization. 
 Proficiency in AWS cloud services (EC2, S3, RDS, CloudWatch, Lambda, etc.). 
 Experience with Graylog or similar log management/monitoring tools. 
 Expertise in performance optimization techniques for both backend and database systems. 
 Experience: 
 5+ years of professional experience in software development, with a focus on backend systems. 
 Proven track record in designing, building, and maintaining scalable web applications. 
 Experience in building and maintaining production-level applications with high traffic and low latency requirements. 
 Experience in architecting and developing microservices or distributed systems. 
 Soft Skills: 
 Strong leadership and mentoring skills, with the ability to guide a team through complex technical challenges. 
 Excellent problem-solving skills and the ability to debug complex issues under pressure. 
 Strong communication skills, with the ability to effectively communicate complex technical ideas to both technical and non-technical 
 stakeholders. 
 Self-motivated, proactive, and able to work independently or as part of a team in a fast-paced environment."
Backend Engineer (Nodejs),Everfit,"Your skills and experience 
 You’re not just experienced - you’re thoughtful about how systems should be built. 
 4+ years of backend engineering experience in real production environments 
 Strong proficiency in 
 Node.js (ES6+), RESTful APIs, and microservices architecture 
 Solid experience with 
 PostgreSQL, Redis, and scalable data modeling 
 Strong understanding of distributed systems, performance optimization, and system design trade-offs 
 Comfortable debugging live systems and handling real production traffic 
 Confident collaborating in Agile/Scrum environments 
 Able to communicate clearly in English within an international team 
 Motivated to grow into a 
 Lead-level engineer 
 and take on greater technical ownership over time 
 Strong Plus (Experience in One or More of These Areas) 
 We’re hiring backend talent across 
 Core Platform, Payments & Monetization, AI services, and Marketplace systems 
 . Experience in one or more of these areas is a strong advantage: 
 Designing subscription, billing, or payout systems with high data consistency 
 Integrating payment providers (e.g., Stripe, Stripe Radar) 
 Building systems for multi-sided platforms (SaaS, marketplace, partner ecosystems) 
 Working on AI-powered or data-intensive backend services 
 Event-driven architecture (Kafka, SQS) or high-throughput systems 
 Scaling backend systems serving global users 
 Don’t worry if you don’t check every box. 
 If you’re a strong backend engineer with solid system design fundamentals and an ownership mindset, we care more about your engineering depth than specific domain exposure. We’ll align you with the business area where you can make the biggest impact."
"Backend Developer (Java, MySQL, Spring Boot)",WTECH VIETNAM,"Your skills and experience 
 ● At least 3 years of experience for mid-level roles. 
 ● Strong Java language. 
 ● Strong understanding of object-oriented programming principles. 
 ● Ability to write reusable Java libraries. 
 ● Ability to read SRS/FRS, understand/implement flow document. 
 ● Familiarity with MVC, JDBC, and RESTful concepts. 
 ● Good communication skills. 
 ● Demonstrates a strong team-oriented mindset and the ability to work effectively both collaboratively and independently. 
 ● Experience with the following technologies is a plus: 
 ○ Spring Boot, Microservice 
 ○ Elasticsearch, MongoDB, MySQL, Redis 
 ○ AWS services such as EC2 and S3 
 ○ RabbitMQ and/or Kafka 
 ○ OAuth 2 and JWT 
 ● It’s a great plus if you are open to learning and working with different languages as project needs evolve. (For example, Golang)"
Java Developer (Senior/Middle),VNGGames,"Your skills and experience 
 Education: 
 Bachelor’s Degree in Computer Science, Engineering, or a related field. 
 Experience: 
 + Middle: 
 2–4 years of hands-on experience in building production software systems. 
 + 
 Senior: 
 4+ years of backend programming experience with a focus on scalable, highly available systems. 
 Core Tech Stack: 
 Proficiency in 
 Java (Spring Boot) 
 . 
 Familiarity or willingness to work with 
 Go 
 is a significant plus. 
 Database Mastery: 
 Solid experience with Relational Databases ( 
 MySQL, PostgreSQL 
 ) and NoSQL/Caching ( 
 MongoDB, Redis 
 ). 
 System Design: 
 Strong understanding of 
 Microservices architecture 
 , RESTful APIs, and Event-driven architectures. 
 Messaging & Integration: 
 Experience with message brokers such as 
 Kafka 
 or RabbitMQ. 
 Technical Fundamentals: 
 Strong foundation in data structures, algorithms, and software design patterns. 
 Environment: 
 Proficiency in working with Linux/Unix environments and Git."
"Senior .Net Developer(C#, ASP.NET Core, Azure)",Ahasoft,"Your skills and experience 
 Must Have: 
 At least 5 years of experience in web development using ASP.NET MVC 5, .NET Core, C#, Entity Framework, and SQL Server 
 Willingness to learn new technologies, with a product-oriented mindset 
 Ability to write clean, maintainable code 
 Positive attitude and strong work ethic 
 Strong critical thinking and problem-solving skills 
 Able to read and write technical documents in English (speaking and listening not required) 
 Nice to Have: 
 Experience with Microsoft Azure 
 Familiarity with AI-assisted development tools (e.g., Cursor, Tabnine, GitHub Copilot) 
 Experience in designing and optimizing databases/systems is a strong plus 
 Good understanding of microservices architecture"
Senior/Lead Python Engineer,CODE LEAP,"Your skills and experience 
 YOUR PROFILE AND YOUR PERSONALITY 
 5 - 7 years of experience in backend software development using Python 
 Strong experience building production systems with FastAPI or similar Python frameworks 
 Proven experience designing scalable, maintainable backend architectures 
 Strong expertise in RESTful API design and distributed system design 
 Proven experience in running a production environment with active users, and no downtime deployment 
 Experience building and deploying cloud-native applications on AWS 
 Solid experience with SQL and NoSQL databases (e.g., PostgreSQL, MySQL, MongoDB) 
 Experience implementing monitoring, logging, and observability systems (Prometheus, Grafana, Sentry, etc.) 
 Strong experience with automated testing, including unit and integration testing (e.g., Pytest) 
 Deep understanding of software architecture patterns, design principles, and clean coding practices 
 Experience integrating AI services or building AI-enabled backend features 
 Strong problem-solving ability and ability to drive technical decisions 
 Excellent communication skills and ability to collaborate across teams 
 Proficiency in English communication 
 Nice To Have 
 Experience with other software developer technologies, such as Typescript/NodeJS 
 Interest in leading a team of software engineers in Vietnam 
 Direct client communication experience 
 Experience in successful communication between team members in different time zones 
 Genuine interest in telecom and AI domain"
.NET Developer,Simpson Strong-Tie Vietnam,"Your skills and experience 
 • 3+ years of professional experience with a strong background in C# and .NET backend  development 
 • Experience with multi-threaded programming and improving existing libraries/applications while  assessing associated risks. 
 • Solid experience with .NET Framework and familiarity with .NET Core versions. 
 • Experience customizing DevExpress components (e.g., GridControl, XtraReports). 
 • Basic JavaScript knowledge for integrating web or hybrid components. 
 • Experience with multi-threading and enhancing existing libraries while assessing associated  risks. 
 • Demonstrated self-motivation, integrity, openness, and positive mindset. 
 • Strong logical thinking, teamwork, and analytical problem‑solving skills. 
 • Ability to work proactively with a strong sense of ownership and customer-focused mindset. 
 • Willingness to explore new domains and learn new technologies. 
 • Strong verbal and written English communication skills."
"Fullstack .NET Dev (C#, ReactJS, SQL)",Dory Company Limited,"Your skills and experience 
 Basic Requirements: 
 Knowledge of source control tools such as SVN and Git 
 Basic understanding of object-oriented coding 
 Ability to work with web front-end frameworks - HTML5, CSS, ReactJS 
 Understanding of backend coding fundamentals (including server-side technologies, API integrations, SQL + NoSQL) 
 Because we are very flexible with work environment and hours, you 
 MUST BE: 
 Self-motivated 
 Self-managed 
 Highly responsible 
 Also please have: 
 Reading/writing/speaking proficiency in English is also required 
 Experience with 
 Netcore + React 
 building web applications is preferred 
 Comfortable with SQL and complex queries"
Senior Fullstack Developer (ReactJS & Java) - English,Cloud Technology,"Your skills and experience 
 Skills & Qualifications 
 You’re Someone Who: 
 Thrives with autonomy while maintaining strong accountability, able to work under pressure and be outcome-oriented. 
 Clear, structured communication, and logical thinking 
 Adapts quickly when priorities shift, high-workload environment 
 Makes pragmatic decisions that balance quality with getting things done 
 Thinks about the bigger picture and how your code impacts real users 
 Here’s What Would Set You Up for Success: 
 6+ years of software engineering experience 
 Proven experience building production SaaS platforms 
 Expertise in Java (17/21) for backend development 
 React, Redux, ES6 features, so familiarity with some or all of these is a strong plus 
 Ability and willingness to learn new programming languages, frameworks and paradigms; 
 Understanding of typical web application and microservice patterns. 
 Experience with API design 
 Cloud-native development experience (AWS, GCP, or Azure) 
 Strong database design skills for distributed systems 
 DevOps experience with Docker, Kubernetes, CI/CD pipelines 
 Security-first approach to development 
 Good communication in English (meeting with US team)"
Middle/Senior Full-stack .NET Developer,Công ty Cổ phần Workbase,"Your skills and experience 
 Tốt nghiệp Đại học chuyên ngành CNTT. Ưu tiên ứng viên tốt nghiệp một trong các trường sau: ĐH Bách Khoa Hà Nội, HV Công nghệ Bưu chính Viễn thông, HV Kỹ thuật Quân sự, ĐH Công Nghệ – ĐH Quốc Gia Hà Nội, ĐH FPT. 
 Có trên 2 năm kinh nghiệm làm việc trên nền tảng .NET Core, ASP.NET, Web API. 
 Thành thạo HTML, CSS, JavaScript. 
 Làm Full-stack cả Front-end & Back-end. 
 Có kinh nghiệm làm việc với một trong những Database SQL (SQL Server, MySQL, MariaDB, PostgreSQL), có kinh nghiệm về NoSQL là lợi thế. 
 Tư duy phân tích, lập trình, OOP tốt, có kiến thức về Design Pattern là lợi thế. 
 Giao tiếp tốt, chủ động trong công việc, kỹ năng giải quyết vấn đề tốt, khả năng làm việc nhóm tốt. 
 Tính cách thân thiện hòa đồng, chịu khó lắng nghe, tiếp thu học hỏi, tập trung, chăm chỉ. 
 Có máy tính cá nhân (ở công ty có máy tính bàn), sẵn sàng hỗ trợ ngoài giờ khi cần. 
 Hiểu & iết cách sử dụng trợ lý AI vào công việc. 
 Ưu tiên các ứng viên sau 
 Có kinh nghiệm làm việc theo mô hình Microservices. 
 Có kiến thức về Event/Messaging hoặc kinh nghiệm làm việc với Kafka. 
 Có kiến thức hoặc kinh nghiệm làm việc với Socket.IO. 
 Có kiến thức hoặc kinh nghiệm về Search Engine, Stack ELK. 
 Hiểu biết về hạ tầng, DevOps. 
 Có định hướng thích làm Product, tư duy làm sản phẩm hiệu quả – thiết thực, sản phẩm hướng tới đáp ứng số lượng lớn người dùng cuối."
"Mid/Sr Fullstack Engineer (C#, .NET, React, SQL, Azure)",MiTek Vietnam,"Your skills and experience 
 Required Qualifications: 
 Functional knowledge of object-oriented programming 
 Bachelor’s degree in Computer Science or related field from an accredited university 
 3+ years of software design and development using relevant technologies required 
 English proficiency at B2 level or above (or equivalent) is required for effective communication with global teams. 
 Experience in developing Web Applications and Desktop Applications. 
 Ability to dig into large codebases to diagnose, debug, and resolve critical issues 
 Ability to refactor code to fix root causes 
 Knowledge of data structures and strong understanding of object-oriented principles 
 Experience driving designs, mentoring team members, and guiding technical discussions 
 Strong communication skills with the ability to collaborate across teams and influence outcomes 
 Experience with: 
 C# / .NET 
 HTML, CSS, and JavaScript / TypeScript 
 SQL 
 Preferred Qualifications: 
 Experience working in an Agile development environment 
 Understanding of the Software Development Life Cycle (SDLC) and Agile methodologies. 
 Experience with: 
 React 
 WPF 
 Angular 
 Entity Framework Core 
 RESTful API Development 
 MassTransit 
 RabbitMQ or Azure Service Bus 
 Azure DevOps 
 Azure"
"Fullstack Developer (PHP/Python, React/Vue)",HDWEBSOFT,"Your skills and experience 
 Responsibilities 
 Develop and maintain web applications using PHP (Laravel, CodeIgniter) or Python (Django, Flask, FastAPI). 
 Build responsive and performant user interfaces using React.js or Vue.js. 
 Design and implement RESTful APIs and integrate with databases and third-party services. 
 Collaborate closely with designers, product managers, and other engineers to deliver seamless features. 
 Ensure code quality, maintainability, and scalability through best practices and peer code reviews. 
 Optimize system performance, handle caching, database queries, and scalability improvements. 
 Optional: Contribute to system architecture design or DevOps tasks (Docker, CI/CD, cloud deployment) if experienced. 
 Requirements 
 2+ years of experience in web development focusing on PHP or Python. 
 Solid experience with at least one backend framework: Laravel, CodeIgniter, Django, Flask, or FastAPI. 
 Proficiency in front-end development using React.js or Vue.js. 
 Experience designing and working with RESTful APIs and database schema design (MySQL, PostgreSQL). 
 Good understanding of JavaScript/TypeScript, modern ES standards, and front-end architecture. 
 Familiarity with state management libraries such as Redux, Vuex, or Zustand. 
 Proficiency in HTML, CSS, SCSS, and CSS frameworks like Bootstrap or Tailwind CSS. 
 Experience with Git, Docker, CI/CD pipelines, or Kubernetes is a plus. 
 Strong analytical and problem-solving skills, independence, and a high sense of responsibility. 
 English reading/writing skills are required; speaking proficiency is an advantage."
[Junior-Senior] Software Engineer (Fullstack),Base Inc.,"Your skills and experience 
 We‘re looking for talented Software Engineers to join our team with below traits: 
 Solid knowledge of 
 Algorithms and Data Structures 
 . 
 Strong knowledge and experience in using any programming language (PHP/Javascript is an advantage). 
 Knowledge or experience in using Restful API, MySQL, HTML5, CSS3, Javascript, jQuery, AJAX, JSON. 
 Understanding of performance optimization or experience in real applications in production, serving large amounts of users and data - is an advantage. 
 Product Ownership Mindset: A strong desire to build products, treating what you build as your own and taking full responsibility for its success. 
 User-Centric Focus: More than just writing code - you seek to deeply understand end users and make technical decisions that optimize user experience and solve real problems end-to-end."
FullStack Java Developer (Junior - Middle),BUCA,"Your skills and experience 
 Tối thiểu 02 năm kinh nghiệm làm việc với Java (Spring hoặc JEE). 
 Có hiểu biết đối với kiến trúc microservices 
 Thành thạo các hệ quản trị dữ liệu quan hệ (RDBMS) 
 Quen thuộc với GIT-flow để quản lý source code 
 Có kiến thức về OOP, design pattern, bảo mật ứng dụng web 
 Giao tiếp tốt, chủ động, làm việc nhóm tốt, ý thức chất lượng cao 
 Ưu tiên ứng viên (không bắt buộc) 
 - Có khả năng đọc hiểu tài liệu tiếng Anh, thuật ngữ chuyên ngành 
 - Có định hướng full-stack (Java, Vuejs, Flutter…) 
 - Không ngại thay đổi ngôn ngữ, kỹ thuật theo yêu cầu công việc 
 - Có kỹ năng quản lý team: tiến độ, chất lượng, vấn đề 
 - Có kinh nghiệm làm việc trong môi trường Outsourcing"
